Test Leap Motion Data
Time min, sec, ms,X,Y,Z,Roll,Pitch,Yaw,time from start
9,24,267,-1.13168,4.77618,70.8076,0.593779,0.29486,0.241054,28.438,
9,24,267,-1.10018,4.69649,70.8216,0.597272,0.298899,0.23764,28.462,
9,24,267,-1.07193,4.66146,70.8369,0.593635,0.300249,0.230076,28.485,
9,24,267,-1.05943,4.70094,70.8398,0.589695,0.297688,0.227421,28.507,
9,24,267,-1.05668,4.73619,70.8449,0.588246,0.295676,0.227044,28.528,
9,24,267,-1.04793,4.80739,70.8462,0.587278,0.291559,0.223824,28.55,
9,24,267,-1.04368,4.87227,70.8466,0.587222,0.29028,0.222911,28.571,
9,24,267,-1.03818,4.96522,70.8446,0.586133,0.290653,0.223792,28.592,
9,24,267,-1.03393,5.01091,70.8332,0.585252,0.291828,0.225065,28.611,
9,24,267,-1.01143,5.04244,70.8118,0.587416,0.294245,0.225238,28.633,
9,24,267,-0.965429,5.15542,70.7645,0.592498,0.292841,0.21885,28.655,
9,24,267,-0.945679,5.2771,70.7168,0.594937,0.290918,0.218063,28.677,
9,24,267,-0.859929,5.4471,70.6567,0.600975,0.29194,0.207486,28.7,
9,24,267,-0.815429,5.73531,70.5264,0.595726,0.280502,0.200397,28.719,
9,24,267,-0.773679,6.45676,70.206,0.59798,0.273822,0.202502,28.741,
9,24,267,-0.792179,7.22189,70.0402,0.599124,0.266068,0.212396,28.761,
9,24,267,-0.800929,8.50534,69.8292,0.625803,0.273921,0.22517,28.783,
9,24,267,-0.83343,9.57959,69.6989,0.613349,0.253488,0.24034,28.805,
9,24,267,-0.794679,11.5267,69.3859,0.547131,0.19409,0.279039,28.825,
9,24,267,-0.732429,13.0016,69.1415,0.494839,0.142439,0.288364,28.846,
9,24,267,-0.547679,14.1434,69.0611,0.474002,0.112092,0.293228,28.869,
9,24,267,-0.375929,15.6894,68.6494,0.435551,0.058077,0.303524,28.891,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,28.91,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,28.929,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,28.948,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,28.967,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,28.985,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.003,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.021,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.038,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.055,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.073,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.092,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.111,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.131,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.149,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.167,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.187,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.206,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.224,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.241,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.259,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.278,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.299,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.317,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.336,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.354,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.372,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.389,
9,24,267,-0.221663,16.0218,68.3007,0.41226,0.0112103,0.300309,29.407,
9,24,267,1.359,7.78509,69.7752,0.35587,-0.138001,0.228411,29.424,
9,24,267,1.35275,8.24438,68.9928,0.35457,-0.143748,0.226951,29.448,
9,24,267,1.328,8.98767,67.7672,0.347844,-0.165264,0.230763,29.468,
9,24,267,1.30625,9.37625,67.0512,0.341966,-0.171823,0.230992,29.49,
9,24,267,1.273,9.69435,66.3852,0.339302,-0.178955,0.229915,29.509,
9,24,267,1.16075,9.86161,65.5834,0.34424,-0.175109,0.228103,29.527,
9,24,267,1.00675,9.89755,65.1651,0.342575,-0.176737,0.229685,29.546,
9,24,267,0.836749,9.73017,64.8752,0.344347,-0.173734,0.228892,29.566,
9,24,267,0.541999,9.20038,64.6941,0.345976,-0.16518,0.222661,29.587,
9,24,267,0.317749,8.72932,64.6872,0.349512,-0.153675,0.218408,29.609,
9,24,267,0.0892495,8.22,64.707,0.352936,-0.127282,0.212766,29.63,
9,24,267,-0.216251,7.42423,64.8492,0.354955,-0.0871721,0.20525,29.653,
9,24,267,-0.365501,6.82788,64.9773,0.351844,-0.0347969,0.207416,29.672,
9,24,267,-0.524501,5.79613,65.3568,0.352743,0.0392622,0.201102,29.694,
9,24,267,-0.621752,5.25594,65.5286,0.350231,0.0749193,0.194183,29.716,
9,24,267,-0.800001,4.59091,65.7703,0.34645,0.106772,0.189081,29.74,
9,24,267,-0.941001,4.19264,65.9309,0.345409,0.117543,0.18569,29.762,
9,24,267,-1.17775,3.64486,66.1591,0.35524,0.131831,0.181104,29.783,
9,24,267,-1.411,3.07659,66.4809,0.383733,0.144071,0.171031,29.805,
9,24,267,-1.61125,2.64664,66.6457,0.390011,0.150948,0.174929,29.828,
9,24,267,-1.8745,2.09541,66.7959,0.402766,0.173126,0.170276,29.849,
9,24,267,-2.03925,1.72252,67.0456,0.411389,0.17827,0.168894,29.871,
9,24,267,-2.24425,1.20241,67.4772,0.428074,0.187558,0.172108,29.893,
9,24,267,-2.36025,0.888424,67.7659,0.436477,0.193612,0.172466,29.915,
9,24,267,-2.4695,0.445308,68.2674,0.458169,0.205899,0.169964,29.936,
9,24,267,-2.49,0.147394,68.6409,0.466786,0.214918,0.167591,29.956,
9,24,267,-2.46725,-0.126527,69.0689,0.475489,0.221186,0.167595,29.974,
9,24,267,-2.40425,-0.421296,69.5639,0.476026,0.22785,0.163491,29.994,
9,24,267,-2.227,-0.896957,70.3965,0.48768,0.235876,0.14984,30.015,
9,24,267,-2.089,-1.24273,70.9561,0.499721,0.242311,0.140009,30.033,
9,24,267,-1.969,-1.53282,71.5046,0.510984,0.250002,0.132067,30.053,
9,24,267,-1.85675,-1.79244,72.046,0.524043,0.259948,0.121298,30.073,
9,24,267,-1.67525,-2.08131,72.8276,0.528563,0.265012,0.103708,30.096,
9,24,267,-1.56025,-2.22981,73.2869,0.533822,0.267905,0.0955201,30.116,
9,24,267,-1.43175,-2.40307,73.8563,0.545167,0.284973,0.0961994,30.136,
9,24,267,-1.318,-2.4997,74.1739,0.54813,0.309338,0.11292,30.154,
9,24,267,-1.20225,-2.5735,74.5381,0.555204,0.324906,0.134959,30.173,
9,24,267,-1.05725,-2.61867,74.9444,0.568305,0.335857,0.155586,30.194,
9,24,267,-0.826751,-2.76022,75.5922,0.586088,0.349546,0.168271,30.215,
9,24,267,-0.717251,-2.90515,75.9917,0.592305,0.357883,0.166812,30.237,
9,24,267,-0.559001,-3.15458,76.5777,0.607553,0.37007,0.158537,30.256,
9,24,267,-0.473501,-3.31923,76.975,0.605721,0.372205,0.154073,30.275,
9,24,267,-0.420251,-3.39189,77.3376,0.591872,0.366359,0.149205,30.296,
9,24,267,-0.391251,-3.3548,77.6364,0.578125,0.357293,0.148528,30.315,
9,24,267,-0.392751,-3.20525,78.1574,0.56619,0.330621,0.149183,30.335,
9,24,267,-0.367501,-3.16276,78.4325,0.578614,0.333938,0.151447,30.352,
9,24,267,-0.320251,-3.10071,78.6675,0.586725,0.334353,0.152534,30.37,
9,24,267,-0.269751,-3.05798,78.8775,0.593832,0.33613,0.152928,30.389,
9,24,267,-0.215001,-2.98435,79.061,0.594616,0.336579,0.154354,30.407,
9,24,267,-0.144001,-2.9461,79.2038,0.592179,0.334897,0.152494,30.424,
9,24,267,-0.0652512,-2.89421,79.3591,0.590401,0.33306,0.147545,30.443,
9,24,267,-0.0105012,-2.80904,79.5166,0.585214,0.328872,0.144424,30.462,
9,24,267,0.0494989,-2.69658,79.739,0.583939,0.32805,0.144669,30.482,
9,24,267,0.090249,-2.66407,79.8663,0.583708,0.32716,0.147713,30.504,
9,24,267,0.132999,-2.63419,79.948,0.578343,0.326243,0.149108,30.521,
9,24,267,0.154249,-2.59837,80.024,0.568954,0.325172,0.149496,30.539,
9,24,267,0.174249,-2.51269,80.1639,0.562332,0.32443,0.150064,30.558,
9,24,267,0.184499,-2.47829,80.2725,0.565367,0.326563,0.154268,30.577,
9,24,267,0.197749,-2.45109,80.3636,0.568996,0.327965,0.158756,30.596,
9,24,267,0.207999,-2.44485,80.4059,0.569892,0.327989,0.160713,30.615,
9,24,267,0.219499,-2.39873,80.5473,0.570612,0.326205,0.165639,30.634,
9,24,267,0.239999,-2.40414,80.5655,0.572477,0.32704,0.169969,30.653,
9,24,267,0.279249,-2.42335,80.6262,0.578908,0.32857,0.170502,30.672,
9,24,267,0.314499,-2.41963,80.6731,0.584665,0.330473,0.170132,30.693,
9,24,267,0.348749,-2.40655,80.7268,0.587223,0.331449,0.170583,30.715,
9,24,267,0.404749,-2.37364,80.7938,0.593716,0.33106,0.172553,30.735,
9,24,267,0.455499,-2.34497,80.7975,0.593112,0.330783,0.174481,30.754,
9,24,267,0.493249,-2.32551,80.8007,0.584446,0.330762,0.176615,30.772,
9,24,267,0.538249,-2.30631,80.8219,0.573103,0.328395,0.178476,30.789,
9,24,267,0.599999,-2.31096,80.8509,0.570553,0.328367,0.178677,30.808,
9,24,267,0.662999,-2.32848,80.8855,0.56831,0.327476,0.178325,30.827,
9,24,267,0.754999,-2.38644,80.9331,0.564172,0.326626,0.175658,30.847,
9,24,267,0.814999,-2.43427,80.9593,0.561515,0.326701,0.173166,30.865,
9,24,267,0.870999,-2.49203,81.0027,0.561712,0.326781,0.169726,30.885,
9,24,267,0.920499,-2.60571,81.0793,0.564021,0.325957,0.165817,30.907,
9,24,267,0.958999,-2.69078,81.1175,0.566949,0.325713,0.162751,30.924,
9,24,267,0.974249,-2.76581,81.142,0.568621,0.325832,0.160732,30.945,
9,24,267,0.976999,-2.86658,81.178,0.567357,0.324636,0.159732,30.964,
9,24,267,0.969249,-2.95917,81.2271,0.56886,0.323302,0.15957,30.982,
9,24,267,0.952749,-3.05113,81.2794,0.571616,0.322642,0.161432,31.001,
9,24,267,0.947249,-3.1696,81.3301,0.576557,0.320319,0.165638,31.021,
9,24,267,0.972249,-3.22781,81.3588,0.58226,0.316816,0.166753,31.04,
9,24,267,1.03025,-3.27041,81.3881,0.595007,0.31565,0.1661,31.063,
9,24,267,1.08675,-3.32981,81.4322,0.601138,0.313999,0.165907,31.083,
9,24,267,1.20075,-3.42627,81.4971,0.596691,0.305778,0.163626,31.106,
9,24,267,1.28425,-3.50571,81.547,0.590879,0.299192,0.159704,31.127,
9,24,267,1.375,-3.61386,81.5907,0.587603,0.296426,0.155405,31.147,
9,24,267,1.4635,-3.74395,81.6514,0.58114,0.292904,0.152955,31.164,
9,24,267,1.60825,-3.98,81.7455,0.571402,0.290951,0.151619,31.184,
9,24,267,1.69525,-4.14238,81.8112,0.564614,0.292555,0.151532,31.203,
9,24,267,1.76825,-4.34581,81.9004,0.557325,0.295797,0.152841,31.222,
9,24,267,1.85675,-4.57492,82.0151,0.551137,0.295872,0.153796,31.241,
9,24,267,1.9595,-4.79598,82.1557,0.54932,0.292637,0.152606,31.26,
9,24,267,2.05725,-5.01216,82.2897,0.549454,0.290209,0.15355,31.278,
9,24,267,2.1765,-5.3894,82.5303,0.549169,0.288373,0.15055,31.297,
9,24,267,2.24525,-5.61636,82.6772,0.546027,0.28727,0.147771,31.317,
9,24,267,2.28075,-5.78996,82.819,0.541959,0.284616,0.148035,31.336,
9,24,267,2.29975,-5.95139,82.94,0.540857,0.284449,0.150803,31.355,
9,24,267,2.3135,-6.0689,83.0329,0.544568,0.284769,0.151792,31.373,
9,24,267,2.29325,-6.15952,83.141,0.549846,0.281393,0.151558,31.392,
9,24,267,2.252,-6.21098,83.2223,0.549126,0.276287,0.151689,31.414,
9,24,267,2.2045,-6.28055,83.3078,0.540843,0.271309,0.151711,31.435,
9,24,267,2.0925,-6.26108,83.384,0.519903,0.258331,0.154238,31.454,
9,24,267,1.961,-6.1445,83.395,0.515332,0.246927,0.157728,31.473,
9,24,267,1.82025,-6.02769,83.4023,0.514475,0.234614,0.162662,31.494,
9,24,267,1.64875,-5.90714,83.3711,0.515945,0.222443,0.169287,31.515,
9,24,267,1.29375,-5.81714,83.262,0.509295,0.204774,0.188938,31.539,
9,24,267,1.1465,-5.8645,83.212,0.503298,0.20271,0.196725,31.557,
9,24,267,1.0075,-5.93003,83.1615,0.500329,0.200939,0.200785,31.578,
9,24,267,0.866999,-5.98121,83.1018,0.495353,0.199501,0.203205,31.596,
9,24,267,0.711749,-6.01422,83.0221,0.490979,0.201508,0.204298,31.615,
9,24,267,0.430499,-5.98552,82.9068,0.479482,0.197412,0.212113,31.635,
9,24,267,0.230749,-5.86864,82.8388,0.471541,0.184355,0.222936,31.653,
9,24,267,0.0552494,-5.70811,82.7253,0.467621,0.167996,0.232985,31.671,
9,24,267,-0.0920008,-5.55794,82.5999,0.467891,0.148363,0.244952,31.689,
9,24,267,-0.235751,-5.42487,82.4339,0.476279,0.133764,0.257125,31.707,
9,24,267,-0.235751,-5.42487,82.4339,0.476279,0.133764,0.257125,31.728,
9,24,267,-0.498751,-5.17256,82.2504,0.469236,0.0911212,0.267188,31.748,
9,24,267,-0.578251,-5.1224,82.1793,0.460201,0.0727213,0.271836,31.767,
9,24,267,-0.649502,-5.16786,82.1011,0.449354,0.0573724,0.27346,31.786,
9,24,267,-0.728251,-5.26238,82.0173,0.433781,0.04566,0.277795,31.805,
9,24,267,-0.788001,-5.4169,81.9472,0.416124,0.036528,0.283436,31.823,
9,24,267,-0.826751,-5.57745,81.8866,0.40038,0.0259774,0.287066,31.841,
9,24,267,-0.860501,-5.83487,81.7463,0.391663,0.0164327,0.289117,31.862,
9,24,267,-0.887751,-6.06571,81.6939,0.390247,0.0136969,0.289335,31.88,
9,24,267,-0.997251,-6.29846,81.6528,0.375484,0.0100097,0.299665,31.899,
9,24,267,-1.11275,-6.53628,81.6224,0.359848,0.00147426,0.311508,31.919,
9,24,267,-1.187,-6.83205,81.5371,0.324023,0.00220442,0.313685,31.938,
9,24,267,-1.20225,-6.94741,81.5168,0.3153,-0.00272125,0.313101,31.959,
9,24,267,-1.21225,-7.05774,81.5147,0.314449,-0.00273311,0.313945,31.976,
9,24,267,-1.21575,-7.14971,81.5294,0.315682,0.000468314,0.313078,31.994,
9,24,267,-1.2165,-7.20861,81.5484,0.320977,0.00340223,0.312853,32.013,
9,24,267,-1.24125,-7.22052,81.5403,0.325131,0.00129801,0.314041,32.031,
9,24,267,-1.25275,-7.24971,81.5242,0.327585,-0.0017966,0.314655,32.051,
9,24,267,-1.299,-7.3026,81.4716,0.333542,-0.00690639,0.314846,32.07,
9,24,267,-1.3355,-7.37012,81.4531,0.336601,-0.00885439,0.3146,32.089,
9,24,267,-1.3565,-7.44756,81.4505,0.342519,-0.00877368,0.312517,32.109,
9,24,267,-1.36675,-7.49893,81.455,0.339426,-0.0118461,0.31072,32.129,
9,24,267,-1.365,-7.52378,81.446,0.332573,-0.0181828,0.307146,32.153,
9,24,267,-1.3535,-7.51958,81.4338,0.326689,-0.0224648,0.303637,32.173,
9,24,267,-1.342,-7.49038,81.4238,0.324252,-0.0248793,0.300905,32.191,
9,24,267,-1.34175,-7.43587,81.4103,0.320443,-0.027007,0.299273,32.212,
9,24,267,-1.3475,-7.33669,81.4055,0.314524,-0.0304838,0.298441,32.231,
9,24,267,-1.366,-7.27059,81.432,0.312393,-0.0304683,0.296744,32.251,
9,24,267,-1.3825,-7.26605,81.4479,0.321762,-0.0261702,0.296455,32.269,
9,24,267,-1.42225,-7.27662,81.4696,0.335732,-0.0213885,0.29785,32.287,
9,24,267,-1.478,-7.29887,81.5,0.344161,-0.0183236,0.300401,32.306,
9,24,267,-1.542,-7.33315,81.5392,0.348927,-0.0163574,0.301193,32.324,
9,24,267,-1.601,-7.41477,81.6013,0.351382,-0.0136948,0.301499,32.342,
9,24,267,-1.73075,-7.45339,81.6669,0.342697,-0.0142066,0.301326,32.364,
9,24,267,-1.83475,-7.38879,81.6908,0.333388,-0.0170165,0.299898,32.384,
9,24,267,-1.92075,-7.3088,81.7229,0.326269,-0.0185379,0.298564,32.402,
9,24,267,-1.9895,-7.19596,81.7423,0.319423,-0.0220609,0.298182,32.421,
9,24,267,-2.04275,-7.06037,81.7471,0.317693,-0.0253574,0.297994,32.44,
9,24,267,-2.147,-6.84713,81.788,0.320574,-0.0282715,0.299663,32.461,
9,24,267,-2.222,-6.71106,81.8232,0.321445,-0.0300132,0.302753,32.481,
9,24,267,-2.289,-6.5877,81.8723,0.322206,-0.0299735,0.303104,32.502,
9,24,267,-2.41375,-6.41963,81.9349,0.321899,-0.03138,0.30108,32.521,
9,24,267,-2.516,-6.29082,81.9685,0.323427,-0.0331273,0.29811,32.542,
9,24,267,-2.63775,-6.11626,81.9789,0.320406,-0.0356333,0.296884,32.563,
9,24,267,-2.82875,-5.8513,81.9838,0.308935,-0.0444099,0.293688,32.583,
9,24,267,-2.95525,-5.6536,81.9652,0.298553,-0.0524358,0.289188,32.603,
9,24,267,-3.08075,-5.44488,81.9512,0.289855,-0.061229,0.286043,32.623,
9,24,267,-3.20125,-5.19115,81.9352,0.277042,-0.074208,0.279274,32.642,
9,24,267,-3.14675,-5.1175,82.0128,0.284232,-0.0848751,0.260792,32.663,
9,24,267,-3.1505,-5.15627,82.1411,0.283436,-0.0846983,0.25198,32.683,
9,24,267,-3.2525,-5.18464,82.3795,0.288756,-0.0801626,0.250138,32.702,
9,24,267,-3.33075,-5.14919,82.5074,0.288978,-0.0801457,0.251685,32.722,
9,24,267,-3.40425,-5.0976,82.6223,0.287942,-0.0822097,0.253401,32.742,
9,24,267,-3.44675,-5.08623,82.7239,0.286462,-0.0812168,0.253597,32.766,
9,24,267,-3.52275,-5.04079,82.9027,0.288723,-0.0792106,0.256826,32.785,
9,24,267,-3.56,-5.00488,83.0268,0.288865,-0.0796235,0.259819,32.804,
9,24,267,-3.57225,-4.9923,83.0946,0.290302,-0.0787489,0.260741,32.822,
9,24,267,-3.60675,-4.92072,83.3411,0.294394,-0.0801944,0.264374,32.84,
9,24,267,-3.60175,-4.93533,83.4728,0.295957,-0.0778199,0.266659,32.857,
9,24,267,-3.5925,-4.9427,83.6076,0.296431,-0.0778216,0.269392,32.875,
9,24,267,-3.534,-4.92651,83.7261,0.29603,-0.0787816,0.26949,32.894,
9,24,267,-3.466,-4.90177,83.8359,0.29389,-0.0804722,0.267933,32.912,
9,24,267,-3.36725,-4.88851,83.9374,0.29363,-0.0815309,0.263892,32.932,
9,24,267,-3.24975,-4.87232,84.071,0.29332,-0.083418,0.260843,32.953,
9,24,267,-3.115,-4.87381,84.1414,0.299531,-0.0884567,0.25477,32.974,
9,24,267,-2.981,-4.87854,84.1857,0.306487,-0.0903166,0.250638,32.992,
9,24,267,-2.881,-4.86449,84.22,0.308605,-0.0919116,0.247919,33.012,
9,24,267,-2.79075,-4.82293,84.265,0.303693,-0.0988585,0.246705,33.033,
9,24,267,-2.737,-4.81165,84.298,0.29724,-0.10268,0.246052,33.052,
9,24,267,-2.6885,-4.80271,84.335,0.290461,-0.106023,0.246329,33.071,
9,24,267,-2.606,-4.8573,84.4145,0.281048,-0.108403,0.249072,33.09,
9,24,267,-2.5545,-4.88244,84.4789,0.275239,-0.110471,0.249462,33.11,
9,24,267,-2.4955,-4.92085,84.5594,0.270498,-0.112276,0.249662,33.13,
9,24,267,-2.43825,-4.97151,84.6447,0.270835,-0.111595,0.249824,33.15,
9,24,267,-2.34075,-5.06911,84.7931,0.278425,-0.111039,0.250357,33.171,
9,24,267,-2.28475,-5.12939,84.9122,0.282386,-0.111469,0.251924,33.191,
9,24,267,-2.2175,-5.23215,85.0662,0.281134,-0.114284,0.253094,33.209,
9,24,267,-2.184,-5.22235,85.1567,0.27177,-0.11351,0.254767,33.227,
9,24,267,-2.10325,-5.27237,85.2675,0.27346,-0.111483,0.25497,33.247,
9,24,267,-1.98225,-5.38179,85.458,0.277315,-0.10674,0.255595,33.266,
9,24,267,-1.931,-5.40437,85.5409,0.272214,-0.10196,0.258436,33.286,
9,24,267,-1.8605,-5.43086,85.652,0.270783,-0.100912,0.26149,33.306,
9,24,267,-1.74975,-5.49806,85.8441,0.270964,-0.100619,0.262758,33.327,
9,24,267,-1.6805,-5.56873,85.9767,0.270522,-0.0986587,0.260347,33.348,
9,24,267,-1.6195,-5.70501,86.1582,0.268662,-0.0947315,0.258413,33.372,
9,24,267,-1.608,-5.7724,86.256,0.263709,-0.093175,0.257958,33.392,
9,24,267,-1.599,-5.82319,86.3595,0.261618,-0.0935848,0.25752,33.412,
9,24,267,-1.6305,-5.8675,86.4852,0.259845,-0.0925976,0.257438,33.43,
9,24,267,-1.6685,-5.86887,86.5539,0.261285,-0.0910537,0.257442,33.449,
9,24,267,-1.70225,-5.88542,86.6197,0.264692,-0.0889606,0.257903,33.468,
9,24,267,-1.721,-5.91983,86.6846,0.266804,-0.0863056,0.256203,33.486,
9,24,267,-1.74025,-5.93535,86.7582,0.268131,-0.0855924,0.255468,33.504,
9,24,267,-1.7585,-5.93322,86.8179,0.268392,-0.0848748,0.254837,33.523,
9,24,267,-1.77925,-5.94323,86.9011,0.267631,-0.0827189,0.253211,33.543,
9,24,267,-1.79475,-5.94486,86.9543,0.267264,-0.0820555,0.252244,33.564,
9,24,267,-1.80975,-5.94091,87.0126,0.265688,-0.0830588,0.251738,33.585,
9,24,267,-1.83175,-5.9208,87.0994,0.261388,-0.0852996,0.250943,33.605,
9,24,267,-1.83875,-5.90137,87.1526,0.257544,-0.0877099,0.250029,33.625,
9,24,267,-1.83975,-5.88586,87.2019,0.25472,-0.0897741,0.248738,33.644,
9,24,267,-1.84,-5.87278,87.2501,0.250107,-0.0914397,0.248323,33.663,
9,24,267,-1.83475,-5.85868,87.2965,0.245251,-0.0923483,0.248854,33.681,
9,24,267,-1.819,-5.86826,87.3739,0.238768,-0.0934688,0.25061,33.701,
9,24,267,-1.7965,-5.90187,87.4297,0.235566,-0.0929864,0.250357,33.719,
9,24,267,-1.78075,-5.92392,87.4915,0.233844,-0.0936232,0.250344,33.737,
9,24,267,-1.78475,-5.94315,87.5482,0.230483,-0.0948712,0.249942,33.756,
9,24,267,-1.78875,-5.97609,87.6022,0.229348,-0.0944017,0.250572,33.776,
9,24,267,-1.7865,-6.0666,87.6859,0.229918,-0.0919968,0.251476,33.795,
9,24,267,-1.78875,-6.12742,87.7456,0.231756,-0.0907237,0.251346,33.815,
9,24,267,-1.791,-6.20472,87.8087,0.231835,-0.0887039,0.251523,33.834,
9,24,267,-1.79975,-6.30266,87.8695,0.232501,-0.0852642,0.251627,33.853,
9,24,267,-1.82675,-6.45325,87.9582,0.232185,-0.0839372,0.252677,33.872,
9,24,267,-1.84775,-6.56158,88.0231,0.23188,-0.0837151,0.254913,33.889,
9,24,267,-1.86375,-6.68342,88.0925,0.233232,-0.0819066,0.257075,33.907,
9,24,267,-1.86375,-6.68342,88.0925,0.233232,-0.0819066,0.257075,33.924,
9,24,267,-1.87925,-6.81674,88.2076,0.237272,-0.0789306,0.257935,33.944,
9,24,267,-1.87425,-6.86309,88.2658,0.238511,-0.0757259,0.258148,33.967,
9,24,267,-1.85825,-6.96583,88.3549,0.239707,-0.0725976,0.257759,33.988,
9,24,267,-1.85425,-7.02457,88.4156,0.239159,-0.0711637,0.258409,34.007,
9,24,267,-1.849,-7.0692,88.4763,0.238672,-0.0708307,0.258217,34.026,
9,24,267,-1.83975,-7.11928,88.5601,0.238942,-0.0709992,0.258254,34.046,
9,24,267,-1.83,-7.1629,88.6041,0.241798,-0.0700215,0.258615,34.065,
9,24,267,-1.83475,-7.21621,88.6432,0.242913,-0.0675748,0.259844,34.082,
9,24,267,-1.83725,-7.29275,88.6836,0.245619,-0.0634767,0.260607,34.101,
9,24,267,-1.83225,-7.41992,88.7314,0.247041,-0.059063,0.260846,34.12,
9,24,267,-1.8645,-7.77142,88.8261,0.248076,-0.0381241,0.265123,34.137,
9,24,267,-1.8475,-7.94698,88.926,0.2542,-0.0323983,0.259225,34.155,
9,24,267,-1.81025,-7.99652,88.9852,0.25555,-0.0343944,0.254515,34.174,
9,24,267,-1.7605,-8.03805,89.0657,0.256171,-0.0353858,0.2493,34.195,
9,24,267,-1.73625,-8.048,89.1165,0.255983,-0.0370071,0.248027,34.216,
9,24,267,-1.72,-8.05463,89.1665,0.255681,-0.0391916,0.249356,34.237,
9,24,267,-1.673,-8.06959,89.2251,0.25246,-0.0404886,0.251703,34.256,
9,24,267,-1.63525,-8.08785,89.268,0.250941,-0.0405692,0.253102,34.274,
9,24,267,-1.583,-8.12,89.3108,0.249433,-0.0393369,0.252785,34.292,
9,24,267,-1.53525,-8.15164,89.351,0.246954,-0.0389242,0.251911,34.311,
9,24,267,-1.48775,-8.1955,89.391,0.245532,-0.0372297,0.251223,34.329,
9,24,267,-1.4355,-8.25168,89.4272,0.245226,-0.0352156,0.250432,34.347,
9,24,267,-1.35725,-8.35454,89.4881,0.245126,-0.0307966,0.246489,34.369,
9,24,267,-1.3205,-8.43793,89.5281,0.244471,-0.0288705,0.24472,34.388,
9,24,267,-1.2725,-8.58444,89.5859,0.243081,-0.0244838,0.24218,34.411,
9,24,267,-1.26775,-8.7482,89.6342,0.242414,-0.0152157,0.242659,34.432,
9,24,267,-1.36725,-8.87523,89.7067,0.239081,-0.00889724,0.252304,34.452,
9,24,267,-1.4875,-9.00025,89.8502,0.229657,-0.00583357,0.258756,34.471,
9,24,267,-1.4815,-8.92003,89.8841,0.235575,-0.0150986,0.26435,34.492,
9,24,267,-1.4705,-8.97377,89.9515,0.235992,-0.0146582,0.267366,34.511,
9,24,267,-1.39125,-9.04721,90.0473,0.233244,-0.0167583,0.268485,34.531,
9,24,267,-1.295,-9.06943,90.0858,0.234783,-0.0192731,0.267553,34.553,
9,24,267,-1.1225,-9.19735,90.1528,0.23523,-0.0152068,0.254771,34.572,
9,24,267,-1.01725,-9.26505,90.221,0.234119,-0.0115576,0.246921,34.594,
9,24,267,-0.953502,-9.2844,90.3185,0.2314,-0.00924385,0.242835,34.616,
9,24,267,-0.926251,-9.29876,90.3741,0.232406,-0.00763005,0.241449,34.635,
9,24,267,-0.914001,-9.3266,90.4514,0.234841,-0.00456721,0.238555,34.654,
9,24,267,-0.926751,-9.32833,90.4879,0.236687,-0.00344837,0.237766,34.672,
9,24,267,-0.939001,-9.32646,90.5117,0.239131,-0.00282907,0.236617,34.69,
9,24,267,-0.958751,-9.32587,90.5327,0.241586,-0.00138825,0.235897,34.708,
9,24,267,-0.98425,-9.34417,90.5375,0.244425,0.000217676,0.237853,34.727,
9,24,267,-1.0035,-9.39234,90.528,0.247724,0.00335371,0.240422,34.745,
