Test motor Data
q1,q2,q3,q6,q7
34.6216,33.26,23.944,6.37155,-0.0965732,
34.5561,33.5209,24.0339,6.37519,-0.0712793,
34.4944,33.7426,24.1138,6.38211,-0.0508454,
34.4317,33.9687,24.1953,6.39307,-0.0325286,
34.3694,34.1882,24.2726,6.4078,-0.0174333,
34.3061,34.4072,24.3525,6.42633,-0.00570679,
34.2405,34.635,24.4281,6.44857,0.00255883,
34.1743,34.8608,24.4951,6.47353,0.00723469,
34.1107,35.075,24.5614,6.49962,0.0089283,
34.0467,35.295,24.6286,6.52828,0.00697696,
33.9825,35.5174,24.7009,6.55733,0.0017488,
33.9121,35.7705,24.7776,6.58971,-0.00725311,
33.8399,36.0207,24.8468,6.61825,-0.0180592,
33.7661,36.2789,24.9241,6.6449,-0.0304115,
33.7043,36.5006,24.9969,6.66723,-0.0433162,
33.6455,36.7208,25.0597,6.68687,-0.0557423,
33.5838,36.9374,25.1257,6.70309,-0.0673583,
33.5264,37.1467,25.1908,6.71753,-0.0786613,
33.4601,37.3893,25.2668,6.73072,-0.0902221,
33.3832,37.6709,25.3612,6.74273,-0.101507,
33.314,37.934,25.4399,6.74989,-0.109533,
33.2413,38.2059,25.5323,6.75326,-0.114798,
33.1969,38.3705,25.5789,6.75379,-0.116492,
33.1326,38.6206,25.6652,6.75125,-0.11767,
33.0663,38.8867,25.7455,6.74656,-0.11767,
33.006,39.1324,25.831,6.74092,-0.11767,
32.9512,39.366,25.9015,6.73577,-0.11767,
32.8777,39.6962,26.0105,6.72944,-0.118958,
32.8245,39.94,26.0916,6.72612,-0.122014,
32.7834,40.1474,26.1639,6.72401,-0.125549,
32.7477,40.3555,26.2477,6.72264,-0.129617,
32.7161,40.5581,26.3241,6.72205,-0.133778,
32.6942,40.7317,26.4026,6.72205,-0.137312,
32.6805,40.8809,26.4795,6.72205,-0.140331,
32.6734,40.9985,26.5538,6.72294,-0.142724,
32.6703,41.112,26.6281,6.72386,-0.144768,
32.6714,41.2059,26.709,6.72487,-0.146314,
32.6744,41.2801,26.7917,6.72572,-0.147124,
32.6805,41.3273,26.8638,6.72645,-0.147124,
32.693,41.3621,26.9423,6.7278,-0.144694,
32.7143,41.3832,27.0063,6.73017,-0.140791,
32.7477,41.3942,27.0781,6.73448,-0.133686,
32.8128,41.3936,27.1611,6.74249,-0.122659,
32.8841,41.383,27.2281,6.75215,-0.111797,
32.9746,41.3678,27.2893,6.76406,-0.102556,
33.0749,41.35,27.3467,6.77704,-0.0945851,
33.1987,41.328,27.4059,6.79287,-0.0872031,
33.3387,41.3037,27.4631,6.80963,-0.081754,
33.5099,41.2753,27.5282,6.82899,-0.0772254,
33.7029,41.2457,27.5834,6.84731,-0.0734884,
33.8965,41.2197,27.6432,6.86419,-0.0708191,
34.119,41.1947,27.7018,6.88238,-0.0692912,
34.3693,41.1819,27.7669,6.90215,-0.0687941,
34.6385,41.1533,27.8296,6.9198,-0.0720525,
34.8728,41.1406,27.8861,6.93639,-0.0771334,
35.1125,41.1304,27.9377,6.95329,-0.0846443,
35.3452,41.1226,27.995,6.97069,-0.0946219,
35.5753,41.1158,28.059,6.989,-0.105888,
35.8596,41.1076,28.1249,7.01172,-0.119676,
36.051,41.1066,28.1758,7.02838,-0.129617,
36.2429,41.0953,28.2252,7.0445,-0.13884,
36.4236,41.0889,28.2746,7.06028,-0.147382,
36.6062,41.0864,28.328,7.07657,-0.155942,
36.8409,41.076,28.4,7.09671,-0.164502,
37.0433,41.0623,28.4679,7.1119,-0.169417,
37.2014,41.0565,28.5304,7.12311,-0.171277,
37.3302,41.0452,28.5862,7.13077,-0.170393,
37.438,41.037,28.642,7.13631,-0.166398,
37.5294,41.0286,28.6991,7.14115,-0.160489,
37.604,41.0209,28.7601,7.1462,-0.152757,
37.6614,41.0098,28.827,7.15205,-0.144363,
37.689,41.0012,28.882,7.15824,-0.137607,
37.6973,40.9915,28.9411,7.16648,-0.131826,
37.6876,40.9722,29.0085,7.17863,-0.12704,
37.6661,40.9411,29.0702,7.19178,-0.12531,
37.6417,40.8893,29.131,7.2088,-0.125623,
37.6212,40.8129,29.1858,7.22902,-0.128163,
37.6085,40.7172,29.231,7.25212,-0.132415,
37.6083,40.6146,29.2633,7.27697,-0.138085,
37.6222,40.5064,29.2863,7.3021,-0.144713,
37.6529,40.3836,29.3086,7.3283,-0.152555,
37.7066,40.2452,29.3259,7.357,-0.162698,
37.7853,40.0981,29.3394,7.38341,-0.173136,
37.8781,39.9623,29.3488,7.40668,-0.184641,
38.0002,39.8131,29.3569,7.43104,-0.198577,
38.1483,39.6616,29.363,7.44961,-0.212273,
38.2885,39.5378,29.3673,7.4639,-0.225362,
38.4408,39.42,29.372,7.47664,-0.238801,
38.6068,39.3084,29.3738,7.48599,-0.251098,
38.7762,39.2131,29.3762,7.49306,-0.263229,
38.955,39.1257,29.3781,7.49727,-0.273741,
39.1419,39.0554,29.3798,7.49845,-0.282853,
39.3615,38.9975,29.3848,7.49602,-0.291947,
39.552,38.9697,29.3863,7.49017,-0.29782,
39.7423,38.9638,29.3833,7.48122,-0.301722,
39.9362,38.9811,29.3889,7.46835,-0.303489,
40.1122,39.0227,29.39,7.45394,-0.302937,
40.3138,39.0884,29.3852,7.4358,-0.299826,
40.5072,39.1734,29.3931,7.41565,-0.293457,
40.7234,39.2821,29.3927,7.39446,-0.284381,
40.9156,39.3972,29.4134,7.37542,-0.273649,
41.1189,39.5337,29.4571,7.35545,-0.259676,
41.4251,39.7312,29.5193,7.33067,-0.23777,
41.6616,39.8906,29.5894,7.31526,-0.220705,
41.8825,40.03,29.6673,7.30438,-0.206051,
42.0711,40.1555,29.7543,7.29615,-0.193165,
42.2565,40.3042,29.8579,7.29076,-0.182285,
42.4221,40.4458,29.9723,7.28761,-0.17402,
42.5607,40.576,30.0742,7.28699,-0.169509,
42.674,40.7064,30.1682,7.28818,-0.16776,
42.7696,40.84,30.2744,7.29161,-0.168626,
42.8499,40.9941,30.4031,7.2977,-0.174314,
42.903,41.1288,30.5077,7.30446,-0.181494,
42.9322,41.2646,30.6314,7.31335,-0.191729,
42.9388,41.3884,30.7337,7.32246,-0.201799,
42.925,41.5107,30.8241,7.332,-0.211353,
42.8949,41.6268,30.9251,7.34282,-0.220852,
42.8434,41.7517,31.0249,7.35473,-0.229854,
42.7722,41.8777,31.1319,7.36775,-0.238101,
42.6739,42.0106,31.2417,7.38093,-0.244931,
42.5643,42.1328,31.3465,7.39313,-0.249662,
42.4052,42.2809,31.4734,7.406,-0.25257,
42.2241,42.4232,31.5945,7.41581,-0.253159,
42.0397,42.5496,31.705,7.42283,-0.252276,
41.8558,42.6574,31.8106,7.42761,-0.250122,
41.6593,42.7552,31.9193,7.43041,-0.248134,
41.4483,42.8403,32.0319,7.43188,-0.246698,
41.2398,42.8961,32.148,7.43188,-0.246109,
41.0177,42.9454,32.2596,7.43059,-0.247637,
40.8032,42.9592,32.3769,7.42842,-0.25119,
40.611,42.947,32.48,7.42537,-0.256749,
40.4138,42.9028,32.5959,7.4217,-0.264444,
40.2161,42.8297,32.7117,7.41736,-0.27306,
40.0305,42.7544,32.8099,7.41259,-0.282853,
39.8306,42.6352,32.9275,7.40722,-0.293254,
39.6495,42.5019,33.0215,7.40156,-0.303195,
39.4607,42.3651,33.1145,7.39564,-0.312307,
39.2804,42.2201,33.1861,7.38917,-0.321088,
39.0995,42.0719,33.2336,7.38249,-0.327918,
38.9176,41.9159,33.2749,7.37542,-0.334104,
38.743,41.7687,33.2865,7.36819,-0.339368,
38.5585,41.641,33.2762,7.36081,-0.344155,
38.3727,41.4949,33.2153,7.35177,-0.348831,
38.1376,41.3203,33.1551,7.34146,-0.353488,
37.9317,41.1953,33.069,7.33209,-0.357354,
37.7163,41.0547,32.9671,7.32158,-0.361625,
37.5223,40.9322,32.856,7.31143,-0.365859,
37.3277,40.8124,32.7289,7.3005,-0.370167,
37.1368,40.6976,32.6116,7.28947,-0.374677,
36.9363,40.5722,32.486,7.27701,-0.380218,
36.7349,40.4626,32.3774,7.2644,-0.386256,
36.5325,40.3472,32.2502,7.25079,-0.393178,
36.3338,40.2285,32.1463,7.2368,-0.400541,
36.116,40.1077,32.03,7.22079,-0.409157,
35.9202,40.0073,31.9322,7.2058,-0.416502,
35.7376,39.9009,31.8396,7.19133,-0.423276,
35.5455,39.8042,31.7497,7.17604,-0.429848,
35.3528,39.7012,31.6596,7.15989,-0.436126,
35.1459,39.5916,31.5647,7.14209,-0.442477,
34.9571,39.4924,31.4702,7.12466,-0.448,
34.7401,39.3655,31.3596,7.10398,-0.453412,
34.5275,39.263,31.2755,7.08594,-0.457775,
34.3148,39.1541,31.1799,7.06601,-0.462211,
34.0698,39.0294,31.0597,7.04255,-0.466464,
33.8389,38.912,30.9631,7.02245,-0.469556,
33.6406,38.8112,30.8805,7.00458,-0.471857,
33.4518,38.722,30.7947,6.98768,-0.473551,
33.2496,38.6185,30.6998,6.96921,-0.474729,
33.0522,38.5098,30.6043,6.95099,-0.475245,
32.8645,38.4191,30.5173,6.93462,-0.475245,
32.6772,38.3205,30.4187,6.91728,-0.475245,
32.4814,38.209,30.3225,6.90023,-0.474361,
32.2955,38.1008,30.2397,6.88422,-0.47379,
32.1062,38.0025,30.1498,6.86807,-0.472759,
31.9049,37.8875,30.0511,6.85064,-0.471416,
31.7012,37.7673,29.9501,6.83418,-0.469906,
31.5172,37.655,29.8577,6.81865,-0.46812,
31.3313,37.5374,29.7631,6.80292,-0.466003,
31.1481,37.4239,29.6706,6.78774,-0.463647,
30.9844,37.312,29.5753,6.77349,-0.461107,
30.7987,37.1798,29.476,6.75742,-0.45783,
30.6163,37.0302,29.3814,6.74212,-0.454516,
30.4411,36.909,29.2792,6.72798,-0.451,
30.273,36.7741,29.1932,6.7144,-0.447723,
30.0963,36.6129,29.0683,6.69961,-0.443876,
29.9083,36.464,28.9711,6.68629,-0.440286,
29.7466,36.311,28.8805,6.6746,-0.436788,
29.5888,36.1694,28.7852,6.6639,-0.432886,
29.4493,36.025,28.6944,6.65422,-0.428468,
29.3053,35.8804,28.5926,6.64424,-0.422448,
29.1759,35.7249,28.5094,6.63443,-0.4149,
29.0482,35.5668,28.407,6.62318,-0.405309,
28.9241,35.3821,28.3118,6.60983,-0.392552,
28.8303,35.217,28.2131,6.59597,-0.378911,
28.7498,35.0454,28.129,6.58058,-0.364128,
28.6836,34.8634,28.0328,6.56088,-0.346382,
28.6367,34.6795,27.9369,6.53933,-0.330182,
28.6103,34.4982,27.8301,6.51549,-0.314682,
28.6028,34.3208,27.752,6.49067,-0.30047,
28.6159,34.1411,27.6608,6.46188,-0.28613,
28.6495,33.9568,27.5676,6.42939,-0.269691,
28.7024,33.776,27.4717,6.39288,-0.252718,
28.777,33.5866,27.3749,6.35312,-0.234069,
28.8793,33.3888,27.2778,6.30853,-0.211887,
28.9976,33.2016,27.1785,6.26097,-0.186722,
29.1157,33.0411,27.0855,6.21575,-0.160176,
29.2421,32.8931,26.9842,6.1699,-0.134017,
29.346,32.7907,26.8946,6.12704,-0.109183,
29.45,32.7103,26.8052,6.08746,-0.0855831,
29.5376,32.6642,26.7185,6.05131,-0.0640999,
29.6181,32.6478,26.6273,6.01353,-0.0418067,
29.6866,32.6666,26.5335,5.97885,-0.021428,
29.7344,32.7146,26.452,5.94949,-0.00327682,
29.7718,32.7966,26.3667,5.91959,0.0139539,
29.7988,32.9191,26.2745,5.89238,0.0298961,
29.8141,33.0628,26.1887,5.86908,0.0446048,
29.824,33.2805,26.0817,5.84334,0.060639,
29.8286,33.4876,25.993,5.82537,0.0723102,
29.8332,33.703,25.9173,5.8105,0.0819565,
29.84,33.9147,25.8561,5.79925,0.0890439,
29.8513,34.1442,25.8055,5.7904,0.0942168,
29.8716,34.3906,25.7717,5.78452,0.0970886,
29.8984,34.6203,25.7631,5.78246,0.097917,
29.9304,34.8215,25.7835,5.78394,0.096702,
29.9718,35.0333,25.8169,5.78966,0.0950084,
30.0166,35.2282,25.8757,5.798,0.0938118,
30.0677,35.4199,25.9537,5.81041,0.0932227,
30.1289,35.6048,26.0476,5.82679,0.0944193,
30.1911,35.7822,26.1488,5.84647,0.0976593,
30.2575,35.9551,26.2549,5.86978,0.103182,
30.3228,36.1136,26.3633,5.89538,0.110877,
30.391,36.2705,26.4558,5.92265,0.120707,
30.4362,36.371,26.5193,5.94188,0.127868,
30.5129,36.5448,26.6325,5.97677,0.143185,
30.5945,36.7173,26.7338,6.01162,0.161336,
30.672,36.8922,26.8215,6.04475,0.182248,
30.7577,37.0743,26.9179,6.07993,0.208131,
30.8461,37.2754,27.0257,6.11543,0.238635,
30.9262,37.4539,27.1046,6.14398,0.267666,
31.0382,37.6995,27.2225,6.17813,0.308773,
31.1083,37.8583,27.2972,6.19869,0.338337,
31.1782,38.0227,27.3818,6.21721,0.369688,
31.2469,38.197,27.4545,6.23398,0.40067,
31.3071,38.3682,27.5331,6.24871,0.43318,
31.3577,38.5415,27.6118,6.26034,0.46361,
31.3983,38.6996,27.6845,6.26919,0.491739,
31.4316,38.8712,27.7631,6.27639,0.521046,
31.4574,39.0572,27.8561,6.28173,0.553004,
31.473,39.2379,27.9483,6.28453,0.581501,
31.48,39.4181,28.0261,6.28552,0.60882,
31.4801,39.5753,28.1104,6.28552,0.6308,
31.4763,39.7031,28.1849,6.28337,0.649522,
31.4697,39.8167,28.2575,6.28118,0.666035,
31.4603,39.9284,28.3378,6.27873,0.679897,
31.4506,40.0174,28.4162,6.27601,0.692065,
31.4386,40.1036,28.5005,6.27297,0.703129,
31.4266,40.1715,28.5939,6.27013,0.710419,
31.4176,40.2096,28.6676,6.26803,0.714671,
31.4096,40.2346,28.7428,6.26619,0.717027,
31.4032,40.2459,28.8104,6.26478,0.717635,
31.3987,40.2456,28.8653,6.26375,0.71677,
31.3956,40.2377,28.91,6.26316,0.715131,
31.3935,40.2233,28.9478,6.26264,0.712609,
31.3925,40.205,28.975,6.26257,0.709572,
31.392,40.1841,28.9937,6.26257,0.706369,
31.392,40.165,29.0021,6.26257,0.703534,
31.3937,40.1464,29.0041,6.26257,0.700975,
31.3952,40.1298,29.0014,6.26345,0.698803,
31.3968,40.1143,28.9945,6.26384,0.696778,
31.3987,40.1009,28.9843,6.26435,0.69501,
31.4004,40.0898,28.971,6.26489,0.69363,
31.4021,40.0819,28.9589,6.26522,0.692856,
31.4036,40.0764,28.946,6.26553,0.692323,
31.4047,40.0732,28.9342,6.2659,0.69177,
31.4057,40.0718,28.9244,6.26608,0.691734,
31.4064,40.0711,28.9159,6.26623,0.691734,
31.407,40.0728,28.9078,6.26645,0.691734,
31.4074,40.0749,28.9018,6.26667,0.691734,
31.4077,40.0777,28.8972,6.26667,0.692617,
31.4077,40.0809,28.8939,6.26667,0.693225,
31.4077,40.0844,28.8916,6.26667,0.693703,
31.4077,40.0874,28.8912,6.26667,0.694164,
31.4077,40.0902,28.8916,6.26667,0.694642,
31.4077,40.0928,28.8927,6.26667,0.694974,
31.4066,40.096,28.8942,6.26667,0.69525,
31.4066,40.0979,28.8966,6.26667,0.695636,
31.4062,40.0998,28.8987,6.26667,0.695839,
31.4059,40.1009,28.9008,6.26581,0.695839,
31.4055,40.1019,28.9027,6.26581,0.696004,
31.4055,40.102,28.9047,6.26581,0.696207,
31.4054,40.1021,28.9064,6.26581,0.696373,
31.4052,40.1023,28.9075,6.26581,0.696428,
31.405,40.1025,28.9081,6.26581,0.696428,
31.4047,40.1016,28.9099,6.26581,0.696428,
31.4047,40.1017,28.91,6.26581,0.696428,
31.4047,40.1007,28.9109,6.26581,0.696428,
31.4047,40.1003,28.9113,6.26581,0.695563,
31.4047,40.0998,28.9107,6.26581,0.695563,
31.4047,40.0994,28.9104,6.26581,0.695563,
31.4047,40.099,28.9101,6.26581,0.695563,
31.4047,40.0989,28.9097,6.26581,0.695563,
31.4047,40.0986,28.9094,6.26581,0.695563,
31.4047,40.0983,28.9093,6.26581,0.695563,
31.4047,40.0983,28.9089,6.26581,0.695563,
31.4047,40.0983,28.9088,6.26581,0.695563,
31.4047,40.0983,28.9084,6.26581,0.695563,
31.4047,40.0983,28.9081,6.26581,0.695563,
31.4047,40.0983,28.9081,6.26581,0.695563,
31.4047,40.0983,28.9081,6.26581,0.695563,
31.4047,40.0983,28.9081,6.26581,0.695563,
31.4047,40.0983,28.9081,6.26581,0.695563,
31.4047,40.0983,28.9081,6.26581,0.695563,
31.4047,40.0983,28.9081,6.26581,0.695563,
31.4047,40.0983,28.9081,6.26581,0.695563,
31.4047,40.0983,28.9081,6.26581,0.695563,
31.4047,40.0983,28.9081,6.26581,0.695563,
31.4047,40.0983,28.9081,6.26581,0.695563,
31.4047,40.0983,28.9081,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
31.4047,40.0983,28.9092,6.26581,0.695563,
