Test motor Data
q1,q2,q3,q6,q7
11.7008,17.5978,12.9504,1.22545,0.41282,
11.7374,17.6678,12.9892,1.20775,0.413114,
11.7742,17.7442,13.0341,1.18738,0.413722,
11.8105,17.8181,13.0779,1.16611,0.4149,
11.8458,17.8879,13.1195,1.1438,0.416999,
11.8705,17.9413,13.1504,1.12718,0.418987,
11.9073,18.016,13.1947,1.10131,0.423368,
11.9427,18.1002,13.249,1.0707,0.429517,
11.9786,18.1771,13.2876,1.04285,0.436641,
11.9951,18.2162,13.31,1.0276,0.440691,
12.0217,18.2826,13.3543,1.00089,0.448644,
12.0499,18.3561,13.393,0.975139,0.456928,
12.0734,18.4247,13.4285,0.950342,0.465359,
12.0949,18.4947,13.4673,0.924699,0.474324,
12.1137,18.5568,13.5047,0.90108,0.482829,
12.1314,18.6215,13.5375,0.876504,0.491113,
12.148,18.687,13.5758,0.852591,0.499029,
12.1644,18.7523,13.6087,0.828125,0.506908,
12.1846,18.8277,13.6529,0.797106,0.5151,
12.2017,18.888,13.6841,0.772033,0.521083,
12.2184,18.9453,13.7164,0.746666,0.526587,
12.2351,18.9994,13.7472,0.721114,0.531024,
12.2517,19.0507,13.779,0.696814,0.534669,
12.2688,19.1033,13.8093,0.670932,0.537798,
12.2879,19.1589,13.8395,0.644828,0.540265,
12.3063,19.2103,13.87,0.619184,0.541811,
12.3227,19.2576,13.898,0.595124,0.542548,
12.3389,19.3082,13.9295,0.569756,0.542677,
12.3559,19.3579,13.9569,0.544628,0.541811,
12.3736,19.4101,13.9879,0.518377,0.540357,
12.3891,19.4569,14.0155,0.494611,0.539068,
12.4045,19.5033,14.0429,0.469998,0.537945,
12.4186,19.5453,14.0677,0.44741,0.537135,
12.4327,19.5886,14.093,0.424142,0.536602,
12.4481,19.6337,14.1195,0.398038,0.536215,
12.4639,19.68,14.1467,0.3751,0.536068,
12.4792,19.7232,14.1721,0.352825,0.535608,
12.4936,19.7682,14.2,0.331103,0.534705,
12.5126,19.8219,14.2293,0.307595,0.532441,
12.5319,19.8763,14.2609,0.287308,0.52944,
12.5502,19.9264,14.29,0.270593,0.525759,
12.57,19.9774,14.3222,0.256087,0.521874,
12.5913,20.0326,14.3519,0.243826,0.517972,
12.6121,20.087,14.3833,0.233149,0.514677,
12.6348,20.1412,14.4179,0.223374,0.511786,
12.6578,20.1966,14.448,0.215311,0.509817,
12.6799,20.2487,14.4788,0.207855,0.508602,
12.7055,20.3077,14.5139,0.199534,0.507939,
12.73,20.363,14.5496,0.191011,0.507939,
12.7592,20.4294,14.5893,0.18061,0.508823,
12.7894,20.497,14.6299,0.167687,0.510755,
12.8208,20.5613,14.6671,0.154359,0.512541,
12.8453,20.6148,14.6997,0.14092,0.514621,
12.8691,20.6684,14.7323,0.125659,0.517401,
12.8937,20.7262,14.7672,0.107711,0.521193,
12.916,20.7819,14.8003,0.0898172,0.525483,
12.9368,20.8379,14.8358,0.0714635,0.530214,
12.9566,20.8944,14.8684,0.0536621,0.534669,
12.977,20.955,14.9033,0.0365602,0.538387,
12.9962,21.0131,14.9416,0.0203419,0.540891,
13.0191,21.0836,14.9792,0.00460231,0.541498,
13.042,21.1488,15.0117,-0.00640631,0.539455,
13.0605,21.202,15.0424,-0.0140643,0.535258,
13.08,21.2574,15.0746,-0.0194398,0.528539,
13.0999,21.3151,15.1081,-0.0223484,0.519076,
13.1195,21.3739,15.142,-0.0229743,0.507552,
13.1359,21.4259,15.1743,-0.0193845,0.495439,
13.1514,21.4794,15.2022,-0.0137882,0.482424,
13.1684,21.5387,15.2406,-0.00360811,0.466758,
13.1843,21.5974,15.2686,0.00879955,0.452068,
13.2008,21.6682,15.3092,0.0288469,0.433641,
13.2232,21.7395,15.3496,0.0539198,0.415618,
13.2426,21.7998,15.3808,0.0775568,0.402861,
13.2648,21.8648,15.4171,0.106367,0.390011,
13.2889,21.9279,15.4528,0.136392,0.379978,
13.314,21.9916,15.4917,0.169767,0.371087,
13.3391,22.0521,15.5231,0.201081,0.364497,
13.3663,22.1154,15.5593,0.236058,0.359158,
13.3974,22.1865,15.6,0.273483,0.35485,
13.4267,22.2549,15.6389,0.30938,0.351794,
13.4599,22.3306,15.6823,0.348334,0.348978,
13.4951,22.4103,15.7284,0.388704,0.346309,
13.526,22.4855,15.7779,0.424915,0.343547,
13.5545,22.5607,15.8131,0.455418,0.341044,
13.5835,22.6354,15.8552,0.484689,0.338245,
13.6095,22.708,15.8988,0.511768,0.335171,
13.6367,22.7888,15.9397,0.537651,0.33195,
13.6688,22.8814,15.9908,0.564767,0.327918,
13.6963,22.964,16.036,0.585404,0.324531,
13.7229,23.0472,16.0811,0.602745,0.321475,
13.7515,23.135,16.1291,0.617601,0.31853,
13.7803,23.2225,16.177,0.62918,0.316228,
13.8094,23.3075,16.2238,0.63844,0.31459,
13.8369,23.3916,16.2696,0.646172,0.313541,
13.8655,23.4744,16.3153,0.65313,0.313541,
13.8928,23.5558,16.3599,0.661138,0.313541,
13.9181,23.6316,16.4015,0.669219,0.314848,
13.9461,23.7159,16.451,0.680228,0.316781,
13.9727,23.7986,16.4929,0.69328,0.319027,
14.0006,23.8885,16.5449,0.710437,0.321401,
14.0296,23.9725,16.5917,0.73111,0.322764,
14.0606,24.066,16.64,0.755557,0.322082,
14.0863,24.1485,16.6915,0.784036,0.318511,
14.1128,24.2413,16.7348,0.814668,0.312197,
14.1332,24.3162,16.7782,0.846037,0.304189,
14.1526,24.4039,16.8206,0.88199,0.29399,
14.1668,24.479,16.8624,0.917224,0.283755,
14.1779,24.5557,16.8976,0.953435,0.273354,
14.1872,24.6405,16.9387,0.993124,0.262309,
14.1945,24.7261,16.9793,1.03436,0.252386,
14.1992,24.822,17.0233,1.08079,0.242593,
14.1999,24.9256,17.0694,1.12797,0.234474,
14.194,25.0223,17.1105,1.17108,0.229117,
14.1824,25.1189,17.1531,1.21445,0.225178,
14.1641,25.2207,17.1937,1.25656,0.22273,
14.1396,25.3227,17.234,1.29702,0.221183,
14.1042,25.4266,17.2734,1.33713,0.220465,
14.0654,25.5184,17.3063,1.37237,0.21995,
14.0173,25.6112,17.3409,1.40661,0.219876,
13.9851,25.6649,17.3616,1.42855,0.219876,
13.9326,25.7435,17.3885,1.45719,0.219858,
13.8854,25.8082,17.4097,1.47888,0.218993,
13.8219,25.8906,17.4344,1.50313,0.217207,
13.7613,25.9673,17.457,1.52317,0.214943,
13.7071,26.0378,17.4766,1.53827,0.212789,
13.6583,26.1049,17.4967,1.55031,0.210727,
13.6053,26.1805,17.5186,1.55959,0.208904,
13.5452,26.2742,17.5466,1.56636,0.207303,
13.5075,26.3385,17.5667,1.56813,0.206622,
13.4709,26.405,17.5881,1.56813,0.206309,
13.4371,26.4704,17.6099,1.56597,0.205867,
13.4082,26.531,17.6334,1.56181,0.205738,
13.379,26.5959,17.6543,1.55583,0.206622,
13.3629,26.6362,17.6708,1.55034,0.207045,
13.3544,26.6606,17.68,1.54602,0.207542,
13.3502,26.6765,17.6855,1.54228,0.208021,
13.3492,26.6847,17.6892,1.53899,0.208518,
13.3519,26.6854,17.6904,1.53633,0.208886,
13.3566,26.6813,17.6905,1.53453,0.209254,
13.362,26.6743,17.6876,1.53322,0.209475,
13.369,26.6634,17.6845,1.53225,0.209806,
13.3762,26.651,17.6807,1.53188,0.209843,
13.3829,26.6385,17.6766,1.53162,0.209843,
13.3901,26.6247,17.672,1.53162,0.209843,
13.396,26.6128,17.668,1.53251,0.209843,
13.4006,26.603,17.6644,1.53315,0.209843,
13.4041,26.5948,17.6617,1.53389,0.209843,
13.407,26.5882,17.6593,1.53468,0.209843,
13.4087,26.5834,17.6573,1.53543,0.209843,
13.41,26.5799,17.6562,1.5361,0.209843,
13.41,26.5788,17.6557,1.53659,0.209843,
13.41,26.5783,17.6554,1.53696,0.209843,
13.41,26.5777,17.656,1.53737,0.209843,
13.4089,26.5788,17.656,1.53749,0.209843,
13.4073,26.5814,17.656,1.53755,0.209843,
13.4062,26.5834,17.6572,1.53777,0.209843,
13.4049,26.5857,17.6579,1.53799,0.209843,
13.404,26.5875,17.6586,1.53808,0.209843,
13.4032,26.5892,17.6591,1.53808,0.209843,
13.4025,26.5907,17.6596,1.53808,0.209843,
13.4019,26.5918,17.6601,1.53808,0.209843,
13.4017,26.5926,17.6603,1.53722,0.209843,
13.4013,26.5934,17.6605,1.53722,0.209843,
13.401,26.5941,17.6605,1.53722,0.209843,
13.401,26.5941,17.6608,1.53722,0.209843,
13.401,26.5941,17.6612,1.53722,0.209843,
13.401,26.5941,17.6613,1.53722,0.209843,
13.401,26.5941,17.6613,1.53722,0.209843,
13.401,26.5941,17.6613,1.53722,0.209843,
13.401,26.5941,17.6613,1.53722,0.209843,
13.4021,26.593,17.6602,1.53722,0.209843,
13.4021,26.593,17.6602,1.53722,0.209843,
13.4021,26.593,17.6602,1.53722,0.209843,
13.4021,26.593,17.6596,1.53722,0.209843,
13.4021,26.593,17.6593,1.53722,0.209843,
13.4021,26.5919,17.6593,1.53722,0.209862,
13.4021,26.5934,17.6606,1.53689,0.213249,
13.4025,26.6008,17.6635,1.53564,0.217667,
13.4078,26.6122,17.6684,1.53409,0.224073,
13.417,26.6298,17.6743,1.53182,0.232192,
13.4301,26.653,17.6838,1.52928,0.241599,
13.4481,26.6812,17.6946,1.52685,0.251816,
13.4732,26.7178,17.7077,1.52479,0.263119,
13.5048,26.7594,17.7267,1.52369,0.274716,
13.5392,26.8041,17.7492,1.52338,0.285614,
13.5783,26.8556,17.7771,1.52579,0.29596,
13.6266,26.9148,17.819,1.53078,0.306398,
13.6716,26.9665,17.8473,1.53711,0.313706,
13.7148,27.0202,17.8839,1.54607,0.320242,
13.7573,27.0711,17.921,1.55725,0.325838,
13.8024,27.1238,17.9615,1.57229,0.330587,
13.8423,27.1739,18.0001,1.58873,0.334361,
13.8796,27.2231,18.0383,1.60675,0.337748,
13.9152,27.2746,18.0773,1.62788,0.341338,
13.9482,27.3234,18.1142,1.64984,0.344633,
13.9779,27.3689,18.1482,1.67203,0.348076,
14.0069,27.422,18.1901,1.69708,0.352034,
14.035,27.4725,18.2248,1.72118,0.356341,
14.064,27.5295,18.2599,1.74564,0.361201,
14.0884,27.5825,18.2957,1.76643,0.365619,
14.1144,27.6428,18.3277,1.78673,0.370958,
14.1367,27.6991,18.3611,1.80286,0.375855,
14.16,27.7587,18.3963,1.81661,0.38147,
14.1835,27.8211,18.4353,1.82839,0.387103,
14.2039,27.8751,18.4668,1.83515,0.391797,
14.2255,27.9398,18.5008,1.84028,0.397154,
14.2469,27.9983,18.5374,1.84323,0.402327,
14.2719,28.0743,18.578,1.84441,0.407592,
14.2903,28.133,18.6139,1.84441,0.41166,
14.3087,28.1952,18.6462,1.84354,0.415158,
14.326,28.2581,18.6813,1.84213,0.418214,
14.3415,28.3185,18.7201,1.84108,0.420901,
14.3562,28.3838,18.7558,1.84043,0.423295,
14.3693,28.4474,18.7853,1.8403,0.425228,
14.3807,28.5104,18.8195,1.84235,0.426958,
14.3891,28.5689,18.8507,1.84527,0.428394,
14.3958,28.6327,18.8867,1.8498,0.429572,
14.4002,28.6967,18.92,1.85595,0.430621,
14.4021,28.7604,18.9508,1.86304,0.431339,
14.4014,28.817,18.98,1.87081,0.431965,
14.3974,28.874,19.0109,1.87904,0.432536,
14.3909,28.9329,19.039,1.88778,0.433199,
14.3816,28.9902,19.0679,1.89656,0.433953,
14.3701,29.0468,19.0964,1.90435,0.434819,
14.3558,29.1063,19.1264,1.91162,0.435942,
14.3402,29.1624,19.1542,1.9169,0.437009,
14.3239,29.2154,19.18,1.92036,0.438059,
14.3065,29.2691,19.2057,1.92204,0.438997,
14.2869,29.3277,19.2345,1.92217,0.440065,
14.2682,29.3833,19.2587,1.9199,0.440967,
14.2496,29.4414,19.2863,1.91589,0.441925,
14.2323,29.4989,19.3105,1.91066,0.442882,
14.2144,29.5643,19.3397,1.90365,0.443821,
14.1989,29.6245,19.3678,1.8968,0.444575,
14.1853,29.6838,19.3928,1.88993,0.445146,
14.1717,29.7483,19.4218,1.88281,0.445477,
14.1595,29.8116,19.4525,1.87646,0.445882,
14.1465,29.8798,19.4821,1.87081,0.446067,
14.1361,29.939,19.5134,1.86663,0.446067,
14.1248,30.0008,19.5392,1.86376,0.444612,
14.1141,30.0557,19.5653,1.86204,0.442937,
14.1016,30.1118,19.592,1.86099,0.440378,
14.0873,30.1667,19.6181,1.86092,0.436844,
14.0691,30.2251,19.6453,1.86092,0.431284,
14.0482,30.2787,19.6705,1.8618,0.424639,
14.0225,30.3343,19.6931,1.86267,0.415508,
13.9816,30.4081,19.7222,1.86326,0.401038,
13.9492,30.4601,19.7413,1.86179,0.388852,
13.9184,30.5069,19.7587,1.86,0.376205,
13.8888,30.5493,19.7723,1.85788,0.363116,
13.8637,30.5832,19.7833,1.8558,0.351353,
13.842,30.6109,19.792,1.85358,0.338982,
13.825,30.6312,19.7975,1.8517,0.329409,
13.8122,30.645,19.8008,1.84989,0.320297,
13.8024,30.6548,19.8016,1.84838,0.312583,
13.7963,30.6576,19.802,1.84699,0.306232,
13.7942,30.6578,19.8011,1.84619,0.302772,
13.7965,30.6555,19.8008,1.84573,0.301759,
13.7993,30.6527,19.802,1.8454,0.303011,
13.8001,30.6519,19.7998,1.84378,0.305073,
13.7943,30.6498,19.7992,1.84106,0.307631,
13.7786,30.6465,19.7971,1.83614,0.310448,
13.7467,30.6409,19.7941,1.82721,0.313025,
13.7095,30.6323,19.7899,1.81773,0.314406,
13.6668,30.6271,19.7884,1.80816,0.31529,
13.6253,30.6201,19.7858,1.79822,0.315787,
13.5878,30.6138,19.7834,1.78911,0.315879,
13.5532,30.608,19.7811,1.77996,0.315879,
13.5202,30.6011,19.778,1.7716,0.315879,
13.4948,30.5984,19.7771,1.76562,0.315013,
13.4789,30.5957,19.776,1.76146,0.31448,
13.4674,30.5938,19.7752,1.75846,0.313946,
13.4607,30.5926,19.7747,1.75658,0.313485,
13.4575,30.5922,19.7744,1.75547,0.313007,
13.4572,30.5919,19.7746,1.75511,0.312583,
13.4601,30.5927,19.7746,1.75489,0.312307,
13.4651,30.5935,19.7747,1.7564,0.311958,
13.4714,30.5945,19.7751,1.75787,0.311773,
13.478,30.5956,19.7754,1.75932,0.311681,
13.4848,30.5968,19.7758,1.761,0.31146,
13.4936,30.5982,19.7762,1.76299,0.311203,
13.5004,30.5994,19.7765,1.76462,0.311184,
13.5066,30.6004,19.777,1.76619,0.311184,
13.5115,30.6012,19.7771,1.76737,0.311184,
13.5153,30.6019,19.7773,1.76838,0.311184,
13.5183,30.6024,19.7774,1.76912,0.311184,
13.5205,30.6028,19.7776,1.76969,0.311184,
13.522,30.6029,19.7777,1.77018,0.311184,
13.5225,30.6032,19.7777,1.77037,0.311184,
13.5225,30.6032,19.7783,1.77075,0.312068,
13.5225,30.6032,19.7772,1.77077,0.312068,
13.5214,30.6026,19.7778,1.77077,0.312068,
13.5201,30.6025,19.7777,1.76991,0.312068,
13.5191,30.6022,19.7777,1.76991,0.312068,
13.5179,30.6021,19.7776,1.76991,0.312068,
13.517,30.6019,19.7776,1.76948,0.312068,
13.5163,30.6019,19.7775,1.76926,0.312068,
13.5158,30.6017,19.7776,1.76904,0.312068,
13.5151,30.6017,19.7775,1.76902,0.312068,
13.515,30.6017,19.7776,1.76895,0.312068,
13.515,30.6017,19.7772,1.76878,0.312068,
13.515,30.6017,19.7769,1.76864,0.312068,
13.515,30.6017,19.7768,1.76849,0.312068,
13.515,30.6017,19.7768,1.76843,0.312068,
13.515,30.6017,19.7768,1.76843,0.312068,
13.515,30.6017,19.7768,1.76843,0.312068,
13.515,30.6017,19.7779,1.76843,0.312068,
13.515,30.6017,19.7779,1.76843,0.312068,
13.515,30.6017,19.7779,1.76843,0.312068,
13.515,30.6017,19.7779,1.76843,0.312068,
13.515,30.6017,19.7779,1.76843,0.312068,
13.515,30.6017,19.7779,1.76843,0.312068,
13.515,30.6017,19.7779,1.76843,0.312068,
13.5161,30.6017,19.7768,1.76843,0.312068,
13.5161,30.6017,19.7768,1.76843,0.312068,
13.5161,30.6017,19.7768,1.76843,0.312068,
13.5161,30.6017,19.7768,1.76843,0.312068,
13.5161,30.6017,19.7768,1.76843,0.312068,
13.5161,30.6017,19.7768,1.76843,0.312068,
13.5161,30.6017,19.7768,1.76843,0.312068,
13.5161,30.6017,19.7768,1.76843,0.312068,
13.5161,30.6017,19.7768,1.76843,0.312068,
13.5161,30.6017,19.7768,1.76843,0.312068,
13.5161,30.6009,19.7768,1.76843,0.312068,
13.5161,30.599,19.7749,1.76843,0.312362,
13.5252,30.5955,19.7701,1.76932,0.31448,
13.542,30.5928,19.7666,1.76932,0.316173,
13.5605,30.5932,19.7662,1.76827,0.317867,
13.5772,30.5947,19.7669,1.76497,0.31991,
13.5877,30.5971,19.7697,1.75952,0.322782,
13.5938,30.6017,19.774,1.75144,0.327274,
13.596,30.6102,19.78,1.74139,0.333238,
13.5987,30.6244,19.7888,1.72838,0.341817,
13.6062,30.6442,19.7981,1.71299,0.352862,
13.6232,30.6667,19.8089,1.69631,0.364975,
13.6487,30.6903,19.8212,1.68046,0.37788,
13.6861,30.7161,19.8328,1.66533,0.390913,
13.738,30.7445,19.8429,1.65075,0.404076,
13.8111,30.7784,19.8565,1.63666,0.417257,
13.9087,30.8237,19.8721,1.62321,0.430382,
14.011,30.8705,19.8862,1.61387,0.440231,
14.1662,30.947,19.9096,1.60557,0.448846,
14.291,31.0207,19.9197,1.60257,0.452289,
14.4286,31.1118,19.9356,1.60172,0.453725,
14.5356,31.2005,19.9538,1.60172,0.453725,
14.6511,31.2929,19.9631,1.60369,0.45251,
14.7361,31.3745,19.9748,1.60566,0.450834,
14.8128,31.4546,19.9863,1.60796,0.448717,
14.8818,31.5441,19.9984,1.61025,0.446564,
14.9414,31.6383,20.0109,1.61279,0.444115,
14.987,31.7293,20.0229,1.61494,0.441961,
15.0226,31.8234,20.0351,1.61704,0.439918,
15.0471,31.9143,20.0504,1.61888,0.438059,
15.0637,32.0147,20.0636,1.62059,0.436255,
15.0701,32.1096,20.0794,1.62199,0.434819,
15.0683,32.2035,20.0915,1.62297,0.433714,
15.0597,32.281,20.1036,1.62357,0.43307,
15.0473,32.3415,20.1167,1.62409,0.432536,
15.0331,32.3889,20.1292,1.62409,0.432536,
15.0195,32.4189,20.1388,1.62409,0.432536,
15.0064,32.4381,20.1474,1.62409,0.432536,
14.9937,32.4477,20.1535,1.62409,0.432536,
14.9826,32.4477,20.1581,1.62322,0.432536,
14.9733,32.4411,20.1612,1.62322,0.43342,
14.9668,32.4305,20.1622,1.6226,0.433751,
14.9616,32.4149,20.1619,1.62227,0.434193,
14.9586,32.3992,20.1618,1.62194,0.434377,
14.957,32.3859,20.1606,1.62175,0.43469,
14.9563,32.3748,20.1593,1.62151,0.434874,
14.9572,32.3677,20.1582,1.62127,0.434874,
14.9605,32.3625,20.1579,1.62116,0.434874,
14.9686,32.3597,20.1589,1.62275,0.434984,
14.9829,32.3588,20.1627,1.62521,0.436163,
15.0036,32.3596,20.1686,1.62886,0.438188,
15.0344,32.3608,20.1766,1.63399,0.441538,
15.0755,32.3624,20.1917,1.64189,0.447521,
15.1371,32.3631,20.2074,1.65126,0.455529,
15.1975,32.364,20.2261,1.66163,0.465488,
15.2604,32.3658,20.246,1.67193,0.475686,
15.3269,32.3637,20.2683,1.68272,0.486971,
15.3979,32.3625,20.288,1.69285,0.498679,
15.4725,32.3644,20.3122,1.70393,0.511473,
15.5576,32.3607,20.338,1.71497,0.524212,
15.6373,32.3594,20.3629,1.72493,0.535203,
15.726,32.3566,20.3903,1.73543,0.546101,
15.8094,32.3567,20.4197,1.74507,0.554385,
15.9006,32.3575,20.4465,1.75476,0.56138,
15.9911,32.3585,20.4759,1.76416,0.566203,
16.0807,32.3592,20.5075,1.77296,0.569185,
16.1689,32.3588,20.5331,1.78103,0.570511,
16.252,32.357,20.5637,1.78811,0.570953,
16.3301,32.3554,20.5832,1.7938,0.570087,
16.4127,32.3483,20.6091,1.79934,0.56902,
16.4978,32.3425,20.6317,1.80428,0.567676,
16.5806,32.332,20.654,1.80835,0.566847,
16.6704,32.3221,20.6803,1.81271,0.566847,
16.7669,32.3096,20.7054,1.81676,0.568504,
16.8614,32.2927,20.7263,1.81987,0.571707,
16.9463,32.276,20.748,1.82256,0.575573,
17.0339,32.2598,20.7669,1.82488,0.580102,
17.1168,32.2406,20.7854,1.82663,0.584446,
17.1948,32.2187,20.8034,1.82791,0.588091,
17.2711,32.1959,20.8174,1.82874,0.591092,
17.3437,32.1726,20.833,1.82909,0.593283,
17.4248,32.1414,20.846,1.82909,0.594516,
17.4952,32.1135,20.8588,1.82909,0.594516,
17.5724,32.0786,20.8699,1.82709,0.594516,
17.6349,32.0489,20.877,1.82523,0.592822,
17.6941,32.0189,20.8834,1.82258,0.591313,
17.7509,31.9886,20.8883,1.81904,0.589969,
17.8045,31.957,20.8915,1.81453,0.589214,
17.8547,31.9258,20.8929,1.80798,0.588644,
17.8903,31.901,20.8923,1.80017,0.588644,
17.915,31.8815,20.8906,1.79025,0.589877,
17.9268,31.871,20.889,1.77696,0.591902,
17.9189,31.8771,20.8889,1.75873,0.5947,
17.8903,31.9038,20.8941,1.74082,0.59632,
17.8441,31.9492,20.9058,1.7196,0.596872,
17.7635,32.0345,20.9268,1.69036,0.595289,
17.6828,32.1216,20.9506,1.66317,0.591699,
17.5923,32.2202,20.9746,1.63705,0.587318,
17.504,32.3166,20.9981,1.61236,0.582698,
17.4082,32.421,21.0225,1.5844,0.577598,
17.3172,32.5201,21.0432,1.55951,0.573051,
17.2395,32.6044,21.0606,1.53602,0.56902,
17.1621,32.688,21.0751,1.51242,0.565191,
17.0883,32.7673,21.0877,1.4886,0.561969,
17.0262,32.8335,21.0968,1.46669,0.55941,
16.977,32.8854,21.1024,1.44698,0.557477,
16.9424,32.9217,21.1049,1.43,0.556373,
16.9187,32.9465,21.1054,1.41548,0.555692,
16.905,32.9603,21.1037,1.403,0.555655,
16.9006,32.9647,21.1002,1.39361,0.555655,
16.9032,32.9604,21.0975,1.38719,0.555655,
16.9108,32.9518,21.094,1.38317,0.556538,
16.9212,32.9401,21.0903,1.38082,0.557367,
16.934,32.9259,21.0869,1.38023,0.558122,
16.9492,32.9093,21.0834,1.38111,0.558913,
16.9623,32.8951,21.0806,1.38284,0.559594,
16.974,32.8825,21.0787,1.38518,0.56011,
16.9838,32.872,21.0773,1.38781,0.560496,
16.9916,32.8638,21.0762,1.39048,0.560938,
16.9975,32.8574,21.0758,1.39286,0.560993,
17.0018,32.853,21.0754,1.39516,0.561288,
17.0045,32.8503,21.0754,1.39703,0.561527,
17.0059,32.849,21.0754,1.39871,0.561527,
17.0064,32.8485,21.0754,1.40009,0.561527,
17.0064,32.8484,21.0754,1.40105,0.561527,
17.0006,32.8476,21.0746,1.40153,0.560018,
16.9879,32.8464,21.0723,1.402,0.557238,
16.9677,32.8451,21.0688,1.40267,0.553022,
16.9322,32.8422,21.0656,1.40425,0.546432,
16.8766,32.8408,21.0609,1.40766,0.536289,
16.8081,32.8348,21.0558,1.41272,0.523494,
16.7127,32.8333,21.0478,1.42043,0.507313,
16.5853,32.8309,21.0438,1.43111,0.48675,
16.463,32.8221,21.0382,1.44263,0.467734,
16.3298,32.801,21.0316,1.45556,0.447282,
16.1551,32.7666,21.0146,1.47356,0.424049,
15.9907,32.7117,20.9913,1.49223,0.402364,
15.8493,32.6466,20.9582,1.50922,0.384802,
15.7035,32.5544,20.9109,1.52787,0.368933,
15.5922,32.4682,20.8551,1.54418,0.357225,
15.4955,32.3727,20.7792,1.5606,0.348094,
15.4082,32.2556,20.7025,1.57759,0.342406,
15.3518,32.1418,20.6259,1.59408,0.340086,
15.3218,32.0308,20.5456,1.61028,0.341393,
15.3132,31.9077,20.4569,1.62889,0.346198,
15.331,31.79,20.3776,1.64861,0.353727,
15.3705,31.6692,20.2932,1.67004,0.362748,
15.4277,31.5516,20.2244,1.69115,0.372228,
15.5005,31.4403,20.1525,1.71477,0.38309,
15.5975,31.3212,20.0777,1.74222,0.395147,
15.7082,31.2106,20.0033,1.77175,0.407334,
15.8156,31.1227,19.9357,1.80036,0.418692,
15.9417,31.0354,19.8687,1.8295,0.430069,
16.0916,30.955,19.7892,1.86635,0.442458,
16.2713,30.8756,19.7077,1.90415,0.454093,
16.4336,30.8229,19.6388,1.93931,0.464586,
16.6077,30.779,19.5703,1.97217,0.473477,
16.7682,30.7609,19.5074,2.00405,0.482111,
16.9538,30.7451,19.4422,2.03704,0.490524,
17.1519,30.7317,19.3873,2.07023,0.498937,
17.3569,30.7363,19.3414,2.10565,0.507166,
17.5591,30.7483,19.3174,2.13958,0.515302,
17.7442,30.7685,19.3046,2.17004,0.522721,
17.9377,30.788,19.3151,2.20053,0.530435,
18.1436,30.8062,19.3458,2.23044,0.538442,
18.323,30.8274,19.3882,2.25859,0.546506,
18.5061,30.8494,19.4435,2.28578,0.554606,
18.6717,30.8742,19.5031,2.31216,0.562374,
18.8455,30.8902,19.5747,2.33786,0.569406,
19.0192,30.911,19.6583,2.3654,0.575978,
19.1971,30.937,19.7148,2.39102,0.580949,
19.371,30.9531,19.7857,2.41665,0.584759,
19.5537,30.9752,19.861,2.44419,0.587668,
19.7367,31.0022,19.936,2.4723,0.589564,
19.9372,31.0313,20.0275,2.5047,0.590503,
20.1295,31.0498,20.0837,2.53053,0.590982,
20.305,31.0662,20.1436,2.55547,0.590982,
20.4805,31.0871,20.2026,2.58137,0.589527,
20.6604,31.1082,20.2608,2.60691,0.588147,
20.8402,31.1288,20.3173,2.63209,0.586545,
21.0285,31.1497,20.3811,2.6581,0.584483,
21.208,31.1688,20.4352,2.68258,0.582329,
21.3872,31.187,20.4829,2.7062,0.579844,
21.5746,31.2049,20.5507,2.73297,0.577212,
21.753,31.2254,20.6053,2.75725,0.574726,
21.9647,31.2427,20.6687,2.78529,0.572315,
22.1755,31.2536,20.7368,2.81274,0.570456,
22.3558,31.265,20.7741,2.83569,0.569609,
22.5269,31.2743,20.8373,2.85926,0.569204,
22.7013,31.2862,20.8802,2.88236,0.569204,
22.8707,31.2875,20.93,2.90498,0.571026,
23.0476,31.291,20.9829,2.92937,0.573162,
23.2195,31.2921,21.0335,2.95321,0.575757,
23.3946,31.2906,21.0843,2.97772,0.578445,
23.5687,31.2862,21.1337,3.00222,0.580783,
23.7537,31.2783,21.1847,3.02899,0.582698,
23.9374,31.2667,21.2339,3.0547,0.583323,
24.1116,31.2558,21.2893,3.08233,0.583323,
24.2882,31.2338,21.3234,3.10616,0.581943,
24.4516,31.2135,21.3673,3.13156,0.579771,
24.6096,31.1909,21.4002,3.15564,0.577249,
24.77,31.1649,21.4408,3.18218,0.574156,
24.9327,31.1446,21.479,3.2121,0.571045,
25.1201,31.1069,21.5151,3.2445,0.568044,
25.3056,31.0578,21.5512,3.27612,0.565909,
25.4635,31.0268,21.5846,3.31051,0.564509,
25.6419,30.9804,21.6224,3.34628,0.564491,
25.8294,30.9319,21.6548,3.38415,0.565853,
25.9828,30.8877,21.6827,3.41758,0.568504,
26.1276,30.8466,21.709,3.45188,0.572076,
26.2745,30.8056,21.7356,3.48785,0.576328,
26.4232,30.7597,21.7672,3.52553,0.58082,
26.567,30.7159,21.7861,3.5615,0.584686,
26.7191,30.661,21.8129,3.60112,0.588036,
26.8628,30.6122,21.8334,3.64,0.590061,
26.9981,30.5658,21.8579,3.68004,0.590982,
27.1351,30.5187,21.8801,3.72133,0.590116,
27.2834,30.4686,21.9045,3.76814,0.587171,
27.4174,30.4252,21.9275,3.81348,0.583084,
27.547,30.3882,21.9486,3.85711,0.577985,
27.6785,30.3496,21.9732,3.90556,0.572204,
